;T2M_RANGE;TS;T2MDEW;T2MWET;T2M_MAX;T2M_MIN;T2M;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
20000621;8.06;14.64;11.43;12.94;17.97;9.9;14.44;8.61;83.0;3.98;98.35;7.84;9.64;4.98;4.66;10.49;12.37;7.59;4.77
20000622;6.25;12.87;10.66;11.75;15.76;9.52;12.84;8.18;86.94;6.86;98.41;7.2;9.88;4.51;5.37;9.78;12.78;7.4;5.38
20000623;3.36;11.4;8.96;10.12;12.9;9.54;11.27;7.2;86.06;2.31;99.25;8.16;10.6;5.04;5.56;10.94;13.37;8.07;5.29
20000624;4.66;11.94;8.33;9.81;13.89;9.23;11.3;6.9;82.81;1.85;99.6;5.68;7.35;2.2;5.16;7.45;9.16;4.02;5.14
20000625;5.27;11.69;8.37;9.76;13.8;8.52;11.14;6.84;83.81;1.21;100.1;2.08;3.15;0.79;2.37;2.9;3.72;1.59;2.13
20000626;10.76;13.58;8.58;10.7;17.62;6.86;12.83;6.96;77.12;0.07;100.37;1.81;2.67;1.0;1.68;2.5;3.2;1.2;2.01
20000627;11.64;15.49;10.3;12.55;19.9;8.26;14.79;7.81;76.5;0.03;100.19;1.21;1.98;0.7;1.27;1.66;3.46;0.73;2.73
20000628;7.05;14.82;11.48;12.78;17.12;10.07;14.08;8.48;85.0;0.97;100.02;2.03;3.61;0.39;3.22;2.86;5.11;0.3;4.81
20000629;6.07;13.38;10.81;11.74;15.83;9.76;12.68;8.12;88.94;1.53;99.92;2.27;4.03;0.62;3.42;2.9;5.61;0.42;5.18
20000630;7.02;12.26;9.74;10.65;15.36;8.34;11.56;7.63;88.94;2.65;99.42;3.01;3.85;2.04;1.82;3.92;5.46;2.23;3.23
20000701;7.49;14.12;11.88;12.78;16.95;9.46;13.68;8.85;89.19;3.6;98.85;3.37;4.12;2.7;1.42;4.62;5.84;3.2;2.64
20000702;5.4;13.6;12.3;12.93;16.46;11.06;13.56;9.03;92.19;11.29;98.95;3.52;4.45;2.44;2.01;5.0;6.66;3.92;2.74
20000703;7.06;14.71;12.29;13.32;17.73;10.66;14.35;9.03;87.94;3.6;98.96;2.65;4.48;1.34;3.15;3.81;6.68;1.46;5.23
20000704;6.96;14.44;11.88;12.91;17.79;10.83;13.95;8.79;87.88;2.48;98.82;3.83;4.59;2.76;1.83;5.23;5.7;4.91;0.79
20000705;7.23;14.32;11.5;12.56;16.89;9.66;13.62;8.54;87.62;4.18;99.3;2.16;3.09;0.69;2.41;3.26;5.18;0.65;4.54
20000706;7.55;14.6;11.79;12.88;17.87;10.32;13.98;8.67;87.31;4.75;99.82;3.03;5.59;1.49;4.11;4.02;7.49;1.48;6.01
20000707;8.45;13.64;8.98;10.86;17.63;9.19;12.73;7.14;79.5;0.86;99.95;4.69;6.59;3.38;3.21;6.11;8.5;3.94;4.55
20000708;5.2;13.12;10.19;11.43;15.17;9.98;12.66;7.81;85.44;5.12;99.25;5.59;6.88;4.36;2.52;7.45;9.08;6.25;2.83
20000709;4.68;13.62;11.29;12.33;15.59;10.9;13.37;8.61;87.69;4.87;97.4;5.77;7.12;3.8;3.32;7.77;8.83;5.93;2.9
20000710;6.94;11.82;9.12;10.51;14.95;8.02;11.88;7.45;83.81;5.47;97.29;8.12;11.83;4.53;7.3;11.11;15.41;7.09;8.3
20000711;8.66;10.89;6.0;8.15;14.31;5.65;10.32;5.92;76.31;0.36;98.61;5.87;7.6;3.82;3.78;8.09;9.69;6.36;3.33
20000712;8.61;12.51;9.68;10.88;15.61;7.01;12.08;7.63;86.0;1.44;99.16;3.89;5.12;2.42;2.7;5.8;7.71;4.52;3.19
20000713;5.73;13.37;10.98;12.05;16.16;10.44;13.12;8.3;87.25;2.07;98.85;6.44;9.98;3.17;6.81;8.86;12.52;5.48;7.05
20000714;5.7;12.18;9.3;10.65;15.08;9.37;11.99;7.39;84.31;1.85;98.97;7.27;8.79;4.9;3.89;9.85;11.0;7.99;3.01
20000715;8.12;12.24;8.88;10.44;15.37;7.25;12.0;7.14;82.5;0.33;99.57;4.56;6.29;2.15;4.14;6.59;7.79;4.73;3.05
20000716;11.8;12.3;7.48;9.58;17.29;5.48;11.69;6.47;77.12;0.0;99.86;3.36;4.66;1.27;3.39;4.62;5.63;1.99;3.64
20000717;12.25;13.49;9.15;11.23;19.46;7.21;13.3;7.26;78.38;0.02;99.92;1.66;3.65;0.2;3.45;2.39;4.63;0.27;4.37
20000718;13.02;14.43;10.48;12.4;20.3;7.27;14.32;7.93;79.19;0.03;100.03;2.76;3.94;1.17;2.76;3.94;6.08;1.84;4.24
20000719;10.12;15.15;11.58;13.26;19.59;9.48;14.94;8.54;80.56;0.1;100.03;4.17;5.95;2.7;3.25;6.27;7.11;5.09;2.03
20000720;9.91;14.96;11.69;13.05;19.15;9.26;14.41;8.54;83.56;0.08;100.31;3.52;4.84;2.45;2.39;5.12;5.85;3.88;1.98
20000721;14.42;16.78;12.62;14.47;23.04;8.62;16.3;9.16;79.69;0.05;100.55;2.7;4.43;0.29;4.14;4.0;7.45;0.38;7.08
20000722;10.91;15.29;11.8;13.17;20.05;9.14;14.55;8.67;83.94;0.21;100.29;4.87;6.52;2.55;3.96;6.51;7.97;5.13;2.84
20000723;8.43;14.98;11.03;12.6;18.94;10.5;14.18;8.24;82.12;0.2;99.72;4.43;5.23;3.54;1.7;5.7;6.37;4.94;1.43
20000724;8.1;14.89;10.98;12.42;18.38;10.28;13.87;8.3;83.56;0.31;99.08;3.18;4.39;1.18;3.21;4.13;5.35;2.15;3.2
20000725;6.23;14.7;11.19;12.57;17.23;11.0;13.94;8.42;84.06;0.84;98.69;1.03;2.03;0.29;1.74;1.52;4.14;0.43;3.71
20000726;7.99;15.75;12.54;13.99;19.37;11.37;15.45;9.22;83.88;1.53;98.88;2.41;3.29;1.48;1.8;3.48;4.88;2.26;2.62
20000727;7.29;15.15;12.65;14.2;19.05;11.76;15.75;9.22;82.75;1.75;99.12;2.1;3.42;1.01;2.41;2.87;4.15;1.43;2.72
20000728;7.69;14.99;12.81;13.85;18.25;10.56;14.89;9.34;87.62;5.23;99.19;2.81;3.75;1.88;1.87;4.03;4.73;3.12;1.62
20000729;7.94;15.19;13.05;14.06;18.99;11.06;15.08;9.46;87.44;3.51;99.54;3.44;5.05;2.42;2.63;5.19;6.25;3.9;2.35
20000730;10.73;16.05;13.5;14.69;20.57;9.83;15.87;9.7;85.31;1.17;100.01;2.83;3.77;1.9;1.87;4.27;5.27;3.38;1.9
20000731;7.36;15.69;14.2;15.05;19.66;12.31;15.9;10.19;90.0;9.19;99.85;4.33;7.29;1.4;5.89;6.26;9.17;2.48;6.69
20000801;7.17;15.81;12.08;13.81;19.25;12.08;15.54;8.85;81.38;0.72;99.43;4.83;6.19;2.39;3.8;7.02;8.66;4.82;3.84
20000802;7.77;15.15;12.33;13.62;18.81;11.05;14.91;9.09;85.5;5.26;98.87;5.94;8.12;3.36;4.76;8.29;10.19;6.3;3.89
20000803;7.45;14.41;12.06;13.2;17.98;10.53;14.34;8.85;86.81;5.17;99.34;3.63;5.75;2.06;3.69;5.52;7.42;3.88;3.54
20000804;8.28;13.96;11.75;12.74;17.37;9.08;13.73;8.61;87.88;0.71;100.22;4.25;6.59;2.02;4.59;5.9;7.85;3.63;4.22
20000805;8.88;16.26;13.21;14.46;19.9;11.02;15.71;9.46;85.56;0.35;100.34;4.18;6.1;2.59;3.52;6.12;7.42;4.33;3.09
20000806;6.55;17.6;15.3;16.33;20.73;14.19;17.37;10.86;88.25;1.22;100.34;5.88;7.8;4.02;3.79;8.23;9.73;7.12;2.6
20000807;5.96;15.39;13.7;14.5;18.23;12.26;15.29;9.77;90.62;1.86;100.31;4.25;5.63;2.55;3.08;6.21;7.09;4.91;2.19
20000808;8.66;17.07;13.98;15.34;20.73;12.07;16.71;10.01;84.62;2.07;99.98;1.95;2.53;1.14;1.39;3.1;5.44;1.52;3.92
20000809;7.96;16.54;14.62;15.59;20.28;12.32;16.57;10.5;88.12;2.55;99.49;5.43;7.85;2.05;5.8;7.5;10.15;3.87;6.28
20000810;5.48;16.0;13.6;14.65;18.5;13.03;15.71;9.83;87.81;1.04;99.41;5.88;7.66;3.47;4.2;8.0;9.26;5.88;3.38
20000811;9.06;16.62;12.74;14.58;20.45;11.39;16.4;9.28;80.06;0.2;99.47;2.54;3.61;0.88;2.73;3.8;6.59;1.33;5.26
20000812;11.89;17.18;14.05;15.49;22.06;10.18;16.94;10.19;84.12;0.66;99.2;3.31;5.04;1.92;3.12;5.09;6.01;3.72;2.29
20000813;4.93;17.16;16.05;16.65;19.65;14.72;17.24;11.54;92.88;6.86;99.2;4.7;6.48;2.33;4.15;6.72;9.44;5.07;4.37
20000814;7.84;17.8;15.79;16.76;22.47;14.62;17.73;11.35;89.0;4.34;99.13;5.46;7.73;2.7;5.04;7.65;9.66;5.21;4.45
20000815;5.97;14.65;12.58;13.59;17.81;11.84;14.59;9.16;88.5;2.94;99.53;4.72;6.66;2.93;3.73;7.05;8.35;5.52;2.83
20000816;7.58;14.28;11.19;12.65;18.15;10.58;14.11;8.42;84.0;2.15;98.99;5.13;6.8;3.73;3.07;7.48;8.71;6.35;2.36
20000817;7.11;13.54;10.44;11.91;16.83;9.71;13.4;8.0;83.69;0.89;98.8;4.74;7.03;2.67;4.37;7.23;8.68;5.61;3.07
20000818;8.27;14.07;10.41;12.1;17.98;9.7;13.78;8.0;81.94;1.32;98.88;3.34;5.77;1.09;4.68;4.84;7.2;1.84;5.37
20000819;7.66;11.91;10.16;11.12;15.64;7.98;12.08;7.87;88.31;8.3;98.84;3.91;7.86;1.47;6.4;5.48;9.54;1.73;7.81
20000820;9.82;12.68;9.06;10.96;17.3;7.48;12.86;7.26;77.38;0.51;99.25;1.52;2.52;0.8;1.73;2.09;4.5;0.91;3.59
20000821;8.2;12.08;9.4;11.05;16.57;8.37;12.7;7.45;81.31;2.19;99.29;1.96;2.62;0.66;1.95;2.81;4.7;0.92;3.78
20000822;8.98;13.32;10.72;11.93;17.3;8.32;13.15;8.06;85.06;0.84;99.92;3.19;4.2;2.33;1.88;5.03;7.73;3.34;4.38
20000823;10.68;14.55;11.18;12.71;19.52;8.85;14.25;8.24;82.25;0.15;100.42;3.24;4.57;2.12;2.45;5.3;7.34;3.2;4.13
20000824;12.8;14.82;11.48;13.34;21.23;8.43;15.21;8.42;78.31;0.04;100.37;2.55;3.23;1.61;1.62;3.8;5.71;2.43;3.27
20000825;12.44;15.89;12.47;14.52;22.63;10.19;16.58;9.16;78.0;3.38;99.86;5.13;7.28;1.63;5.66;6.98;10.44;2.46;7.98
20000826;5.15;15.47;14.93;15.33;18.18;13.03;15.74;10.8;94.94;10.85;98.77;4.41;6.7;2.07;4.62;6.6;9.38;4.2;5.18
20000827;7.65;14.18;11.48;12.8;18.29;10.64;14.13;8.54;85.31;1.84;99.19;3.37;4.89;1.63;3.27;5.08;7.05;2.65;4.4
20000828;7.32;12.61;10.48;11.55;16.59;9.26;12.62;7.93;87.5;2.89;99.56;2.41;3.18;1.85;1.33;3.5;3.88;2.81;1.07
20000829;9.97;13.1;10.26;11.53;18.01;8.04;12.8;7.81;84.12;0.25;99.95;1.88;2.56;1.08;1.48;2.89;5.09;1.2;3.89
20000830;10.2;13.65;10.01;11.62;18.15;7.94;13.24;7.69;81.25;0.13;99.87;1.92;5.05;0.8;4.25;3.09;7.98;0.8;7.17
20000831;7.56;13.49;11.69;12.62;17.68;10.12;13.55;8.73;89.0;12.2;98.62;6.15;9.44;3.23;6.21;8.47;12.03;6.25;5.77
20000901;6.55;12.62;10.84;11.69;15.9;9.36;12.53;8.3;90.06;4.92;97.84;3.19;4.47;1.8;2.67;5.13;6.77;3.22;3.55
20000902;8.82;12.19;10.06;11.15;16.31;7.49;12.25;7.81;87.5;1.25;98.83;5.02;8.66;2.78;5.88;7.63;10.77;5.79;4.97
20000903;10.35;10.47;6.9;8.55;15.5;5.15;10.2;6.23;81.62;0.0;99.94;3.04;4.52;1.77;2.75;4.51;6.18;3.01;3.17
20000904;12.5;11.18;8.65;9.95;16.89;4.39;11.25;7.02;84.5;0.03;100.16;2.47;3.18;1.45;1.73;3.8;6.42;2.34;4.09
20000905;7.45;13.38;12.6;13.08;18.08;10.64;13.58;9.22;93.81;4.0;99.6;4.34;6.27;2.47;3.8;6.59;8.3;5.2;3.09
20000906;5.38;12.62;9.94;11.32;15.25;9.87;12.7;7.75;84.5;4.02;98.77;7.51;12.17;3.28;8.89;10.7;15.46;7.1;8.36
20000907;11.05;14.37;13.14;13.83;20.51;9.47;14.54;9.77;91.44;3.14;98.95;6.11;9.69;2.99;6.7;9.01;12.34;6.7;5.64
20000908;6.25;13.56;10.98;12.27;16.63;10.39;13.56;8.24;85.38;0.2;99.58;4.56;6.49;2.42;4.07;6.89;7.93;4.98;2.95
20000909;7.18;13.37;11.12;12.31;16.86;9.68;13.5;8.24;85.75;1.63;100.14;3.12;5.05;0.94;4.12;4.88;6.87;1.4;5.47
20000910;8.43;16.65;15.11;15.94;21.17;12.74;16.78;10.8;90.31;3.61;100.0;3.49;5.8;0.46;5.35;5.38;7.26;0.64;6.61
20000911;8.9;18.45;16.54;17.56;23.52;14.62;18.59;11.9;88.56;1.2;99.25;4.34;6.49;2.91;3.58;6.8;8.08;5.89;2.19
20000912;5.9;15.47;13.7;14.55;18.62;12.71;15.4;9.89;89.94;1.64;98.89;5.06;7.09;3.0;4.09;7.24;8.94;5.79;3.15
20000913;5.29;13.44;11.68;12.57;16.55;11.26;13.46;8.67;89.5;0.35;99.17;2.84;4.07;2.04;2.03;4.83;6.38;2.72;3.66
20000914;5.06;12.92;11.69;12.5;16.66;11.6;13.3;8.73;90.19;5.66;99.05;3.21;5.04;0.16;4.88;4.65;7.34;0.29;7.05
20000915;5.14;11.26;10.2;10.92;14.29;9.15;11.63;7.87;91.06;8.99;98.73;3.31;5.59;0.29;5.31;4.92;8.52;0.41;8.1
20000916;7.05;12.62;10.81;11.73;16.81;9.76;12.64;8.18;89.25;0.58;99.06;5.34;7.23;2.33;4.91;7.76;9.02;5.18;3.84
20000917;5.8;13.44;12.12;12.8;16.87;11.07;13.48;8.97;91.75;6.04;98.71;4.84;7.46;3.09;4.37;7.03;10.2;4.64;5.56
20000918;8.12;11.4;8.67;10.09;14.06;5.94;11.52;7.26;83.62;11.93;97.72;4.3;7.41;1.51;5.91;5.88;10.3;2.3;8.01
20000919;9.56;9.35;9.31;9.57;14.19;4.62;9.82;7.63;95.25;17.77;97.65;3.65;8.2;1.4;6.8;5.23;11.28;2.06;9.22
20000920;7.8;10.68;8.98;9.81;14.61;6.8;10.65;7.32;89.81;5.17;97.98;4.59;7.39;1.84;5.55;6.2;10.3;3.77;6.54
20000921;9.58;10.99;9.72;10.46;15.26;5.68;11.2;7.69;90.38;1.16;98.9;5.81;9.35;2.52;6.84;8.35;12.1;4.47;7.63
20000922;6.4;13.28;11.38;12.48;16.9;10.51;13.57;8.48;87.38;3.4;99.46;4.73;6.85;2.23;4.62;7.27;9.46;4.75;4.71
20000923;10.66;15.37;13.68;14.65;21.35;10.68;15.64;9.89;88.88;0.55;99.58;6.58;8.95;4.15;4.8;9.41;11.65;7.45;4.2
20000924;5.66;12.71;12.37;12.69;15.5;9.84;13.0;9.09;95.88;19.08;99.17;4.34;6.55;2.41;4.14;6.43;9.52;3.77;5.76
20000925;6.79;11.93;10.23;11.12;16.17;9.38;12.0;7.81;89.62;10.39;99.52;3.71;6.84;2.35;4.49;5.69;9.05;4.12;4.94
20000926;9.02;13.44;12.33;12.98;19.23;10.2;13.65;9.16;91.94;6.96;98.95;6.02;7.41;4.99;2.41;8.34;9.81;6.27;3.53
20000927;4.48;11.94;11.25;11.72;13.92;9.44;12.19;8.48;93.94;13.01;98.22;8.15;12.11;3.71;8.4;11.11;16.17;6.74;9.44
20000928;7.01;10.83;9.1;10.07;14.97;7.96;11.04;7.39;88.62;0.72;97.49;4.88;6.99;2.74;4.25;7.44;9.1;5.06;4.05
20000929;8.1;11.97;10.59;11.32;16.06;7.96;12.05;8.18;91.25;2.06;97.75;5.13;6.34;3.67;2.67;7.39;7.92;6.66;1.26
20000930;6.06;12.26;11.44;11.99;16.07;10.01;12.54;8.61;93.38;2.65;98.34;2.81;3.52;1.8;1.73;4.65;6.66;3.11;3.55
20001001;7.34;11.37;9.99;10.85;15.77;8.43;11.71;7.81;89.94;1.71;98.05;4.85;7.72;1.79;5.94;6.92;9.99;2.95;7.04
20001002;7.36;9.5;8.01;8.89;14.11;6.75;9.76;6.9;89.25;3.1;98.34;5.93;11.11;2.84;8.27;8.69;14.22;5.34;8.88
20001003;10.68;12.55;11.16;11.9;17.89;7.21;12.62;8.48;90.94;1.31;98.92;8.96;13.0;3.23;9.77;12.09;17.43;6.78;10.64
20001004;6.37;10.99;8.4;9.75;14.17;7.8;11.09;6.96;84.06;2.7;99.32;6.91;11.2;4.16;7.04;9.59;15.16;7.15;8.01
20001005;3.77;7.87;6.79;7.44;9.74;5.98;8.1;6.23;91.44;6.24;99.38;5.12;6.29;3.75;2.53;7.52;8.93;5.98;2.95
20001006;6.77;8.1;6.33;7.23;11.83;5.08;8.12;5.98;89.31;3.53;100.33;4.52;6.36;2.2;4.16;6.7;7.99;4.7;3.3
20001007;5.41;10.03;9.51;9.87;12.79;7.38;10.24;7.51;95.19;16.73;99.59;3.23;5.28;1.98;3.3;5.12;7.94;3.19;4.75
20001008;4.2;7.87;6.21;7.19;10.56;6.36;8.18;5.98;87.75;0.47;99.21;4.25;6.0;3.14;2.86;6.91;7.71;5.7;2.01
20001009;5.91;6.69;6.47;6.71;10.23;4.32;6.96;6.23;95.94;17.6;97.45;7.0;12.77;2.73;10.04;9.73;16.61;5.9;10.71
20001010;4.23;6.13;5.22;5.85;8.14;3.9;6.48;5.8;91.69;6.53;95.65;7.49;11.72;3.02;8.7;10.62;15.32;5.59;9.73
20001011;5.16;5.25;4.8;5.24;9.16;4.0;5.69;5.68;93.38;7.18;94.89;4.68;6.57;2.31;4.26;6.49;8.46;3.67;4.79
20001012;6.66;7.12;6.85;7.2;11.26;4.6;7.55;6.41;94.88;1.29;96.66;2.55;3.51;1.44;2.07;3.87;5.21;2.19;3.02
20001013;6.98;8.19;7.06;7.62;12.86;5.87;8.18;6.35;92.69;0.29;98.61;3.37;4.61;1.66;2.95;4.99;7.27;2.85;4.41
20001014;4.02;8.9;8.65;8.92;10.85;6.83;9.19;7.08;96.31;3.48;99.08;5.19;5.79;3.38;2.4;7.52;8.88;6.43;2.45
20001015;6.54;9.89;9.81;10.04;13.99;7.45;10.26;7.69;96.75;0.94;99.03;3.02;4.62;1.96;2.66;5.01;5.82;3.45;2.37
20001016;3.55;8.35;8.25;8.64;10.89;7.34;9.03;6.96;94.88;2.55;98.4;3.97;7.49;0.98;6.52;5.64;10.45;1.43;9.02
20001017;7.45;7.69;6.02;7.01;11.57;4.12;7.99;5.86;88.0;4.8;99.52;6.2;11.24;3.41;7.84;9.1;15.21;5.7;9.52
20001018;5.71;10.03;9.4;9.9;12.7;6.99;10.4;7.45;93.62;3.66;98.96;5.95;11.37;3.59;7.77;8.77;15.09;6.82;8.27
20001019;6.1;7.21;6.15;6.76;11.32;5.22;7.38;5.92;92.19;0.25;99.4;4.3;6.2;2.66;3.55;6.47;7.7;5.42;2.28
20001020;6.45;7.78;7.55;7.84;11.57;5.12;8.13;6.59;96.06;4.17;99.18;4.1;6.54;0.62;5.91;5.68;8.48;0.98;7.5
20001021;5.75;6.05;6.2;6.56;10.39;4.64;6.93;5.92;95.12;2.63;99.74;3.12;4.6;1.34;3.26;4.97;7.05;1.96;5.09
20001022;7.99;5.87;5.66;5.98;10.3;2.3;6.3;5.74;94.31;0.76;99.9;4.88;7.2;1.73;5.47;6.82;10.17;2.62;7.55
20001023;5.46;9.72;8.87;9.44;12.33;6.87;10.02;7.2;92.62;4.75;98.87;8.54;9.93;6.94;2.99;11.62;13.71;9.56;4.15
20001024;2.02;8.87;8.33;8.78;10.48;8.45;9.23;6.9;94.0;5.79;98.99;8.23;11.2;6.21;4.99;11.27;14.99;8.65;6.34
20001025;3.69;9.19;7.82;8.69;11.19;7.5;9.56;6.77;89.0;4.48;98.07;9.98;12.16;7.2;4.96;13.58;16.27;10.41;5.86
20001026;3.69;7.44;6.32;7.05;10.0;6.31;7.8;6.04;90.56;2.1;98.9;7.16;9.97;4.38;5.6;10.11;12.94;6.98;5.96
20001027;5.72;9.27;9.01;9.34;13.17;7.44;9.68;7.32;95.56;6.82;98.56;6.06;8.16;3.45;4.72;8.89;10.92;6.75;4.17
20001028;7.57;8.46;7.83;8.33;13.89;6.32;8.83;6.9;93.56;9.2;97.6;8.91;14.13;3.95;10.2;12.12;18.93;5.51;13.42
20001029;3.27;6.09;5.08;5.75;8.3;5.03;6.42;5.62;91.19;9.87;96.97;9.27;10.93;7.2;3.73;12.45;14.79;10.11;4.67
20001030;4.45;5.65;5.14;5.52;7.19;2.74;5.9;5.8;94.88;23.39;95.16;7.76;12.42;3.8;8.62;10.48;15.24;5.77;9.47
20001031;3.54;6.41;5.84;6.29;8.8;5.26;6.73;5.98;94.0;2.81;96.39;6.72;9.12;3.41;5.72;9.47;11.87;5.74;6.12
20001101;3.76;5.05;4.75;5.08;7.24;3.48;5.41;5.55;95.38;5.56;96.69;6.77;9.48;5.12;4.36;9.54;12.56;7.75;4.82
20001102;3.14;4.3;4.01;4.19;6.26;3.12;4.37;5.31;97.56;17.2;96.13;5.45;7.4;2.2;5.2;7.13;9.71;2.98;6.73
20001103;4.2;5.02;4.36;4.87;7.62;3.42;5.37;5.37;93.25;1.67;96.94;5.73;6.8;5.01;1.8;8.28;9.71;7.27;2.45
20001104;3.09;5.43;5.02;5.4;7.68;4.59;5.79;5.55;94.81;1.52;98.22;4.98;6.63;3.64;2.99;7.5;8.7;6.19;2.51
20001105;2.72;4.44;4.15;4.33;5.62;2.9;4.51;5.25;97.31;15.1;97.55;6.77;12.23;2.76;9.47;8.92;15.77;4.47;11.3
20001106;4.13;6.05;5.74;6.04;8.76;4.62;6.33;6.04;95.94;14.7;95.55;7.66;12.29;4.17;8.12;10.39;15.95;6.39;9.56
20001107;2.67;6.65;6.4;6.66;8.12;5.44;6.93;6.29;96.25;10.69;95.94;6.57;7.98;5.78;2.2;8.99;10.82;7.77;3.05
20001108;1.58;5.29;4.93;5.26;6.49;4.91;5.58;5.62;95.5;1.22;96.56;6.48;7.7;4.74;2.96;8.95;10.54;7.23;3.3
20001109;2.74;5.21;5.1;5.35;7.42;4.68;5.59;5.62;96.5;1.28;97.9;4.73;5.7;3.56;2.13;7.24;7.87;6.68;1.19
20001110;3.37;5.2;4.8;5.15;7.73;4.37;5.5;5.43;95.19;3.69;98.8;5.72;8.63;4.52;4.11;8.16;11.84;6.35;5.5
20001111;3.05;7.4;7.13;7.46;9.26;6.21;7.79;6.47;95.5;4.02;97.83;6.91;8.69;4.48;4.22;9.8;11.7;7.61;4.09
20001112;3.36;5.19;4.85;5.18;7.25;3.89;5.51;5.55;95.44;3.76;96.91;7.55;9.43;5.12;4.3;10.32;12.3;7.7;4.59
20001113;3.3;4.9;4.54;4.86;7.35;4.05;5.18;5.43;95.56;1.13;97.26;5.62;7.34;3.2;4.15;8.01;10.07;5.46;4.61
20001114;1.27;3.68;3.8;4.01;4.97;3.69;4.23;5.13;96.81;3.06;98.01;2.16;3.48;0.2;3.28;3.34;5.88;0.29;5.59
20001115;3.32;2.73;2.82;2.95;4.64;1.31;3.09;4.76;97.94;3.69;98.31;4.24;7.44;1.05;6.38;5.55;9.8;1.51;8.3
20001116;2.86;4.77;4.37;4.78;6.24;3.39;5.18;5.31;94.44;4.49;97.81;5.63;7.07;4.47;2.6;8.18;9.53;6.72;2.81
20001117;2.28;3.64;3.48;3.76;5.47;3.19;4.05;4.94;96.0;4.86;98.59;5.88;7.06;4.24;2.82;8.58;9.56;7.28;2.28
20001118;5.09;5.99;5.94;6.14;8.74;3.65;6.33;5.98;97.19;4.51;97.95;5.83;7.03;3.78;3.25;8.44;9.83;7.23;2.59
20001119;4.73;5.04;4.84;5.15;8.85;4.12;5.45;5.55;95.69;3.38;97.13;5.86;7.53;4.93;2.6;8.5;10.57;7.16;3.41
20001120;1.2;3.78;3.58;3.75;4.63;3.44;3.92;5.07;97.5;2.55;97.18;3.24;5.16;2.11;3.05;4.83;8.17;3.22;4.95
20001121;1.68;3.22;2.82;3.03;4.22;2.54;3.24;4.82;96.94;7.02;97.03;4.77;8.18;2.48;5.71;6.32;10.66;3.95;6.72
20001122;2.15;4.42;4.16;4.47;5.94;3.8;4.76;5.31;95.81;5.52;96.61;7.59;9.12;5.12;4.02;10.41;12.24;7.48;4.76
20001123;2.73;4.2;3.98;4.11;5.37;2.63;4.23;5.19;98.06;1.96;97.65;2.92;4.97;0.17;4.8;4.02;7.26;0.27;6.99
20001124;2.5;4.4;4.29;4.5;5.82;3.33;4.7;5.31;97.0;2.68;97.9;5.33;7.68;3.7;3.98;7.83;10.27;6.15;4.11
20001125;2.21;5.91;5.68;6.03;7.74;5.53;6.37;5.92;95.19;7.86;96.66;8.66;12.56;5.58;6.98;11.93;17.1;7.51;9.59
20001126;2.36;5.21;4.83;5.23;6.89;4.52;5.63;5.55;94.44;6.48;96.74;9.38;12.27;5.87;6.4;12.73;16.28;8.09;8.19
20001127;4.16;5.28;5.1;5.26;7.89;3.73;5.43;5.62;97.62;9.67;98.26;5.37;7.27;3.82;3.45;7.3;9.94;5.42;4.52
20001128;4.35;10.11;10.07;10.33;12.35;8.0;10.6;7.87;96.38;4.06;97.96;7.27;9.56;3.82;5.74;10.41;12.87;6.84;6.02
20001129;5.39;8.66;8.29;8.75;11.44;6.05;9.2;7.02;93.94;0.59;97.56;9.01;12.12;6.52;5.6;12.48;16.4;9.46;6.94
20001130;3.84;6.18;5.96;6.18;8.16;4.31;6.4;5.92;96.94;2.41;98.33;7.48;10.34;4.82;5.51;10.05;13.93;6.53;7.4
20001201;4.71;8.89;8.78;9.05;11.81;7.1;9.33;7.26;96.19;2.07;97.59;7.71;9.29;6.52;2.77;10.73;12.9;9.41;3.49
20001202;3.44;6.67;6.43;6.69;8.93;5.49;6.96;6.1;96.31;0.41;98.26;7.92;9.87;5.62;4.24;10.71;13.32;7.4;5.92
20001203;2.7;5.62;5.34;5.52;6.95;4.25;5.71;5.68;97.31;2.59;98.71;6.67;10.66;5.28;5.38;8.75;14.32;6.52;7.8
20001204;3.45;8.55;8.22;8.59;10.58;7.13;8.97;6.96;94.94;4.71;97.59;9.66;10.43;7.75;2.69;13.12;14.15;10.82;3.33
20001205;2.2;9.3;9.17;9.47;10.98;8.79;9.76;7.45;96.0;7.12;97.52;8.81;12.36;6.06;6.3;12.2;16.91;9.02;7.91
20001206;2.68;7.69;7.6;7.85;9.75;7.06;8.11;6.65;96.44;1.73;97.79;7.48;9.25;5.21;4.04;10.48;12.71;7.62;5.1
20001207;2.41;6.77;6.57;6.74;8.34;5.93;6.91;6.23;97.56;12.87;97.55;6.37;11.17;3.98;7.19;8.38;14.69;5.19;9.5
20001208;3.93;7.49;7.09;7.51;10.15;6.21;7.92;6.59;94.38;5.89;96.26;9.89;13.63;5.42;8.21;13.33;17.96;7.87;10.09
20001209;2.72;6.26;5.97;6.33;7.91;5.19;6.69;5.98;95.06;1.93;97.5;9.04;9.79;6.51;3.28;12.25;13.02;8.77;4.26
20001210;3.66;5.67;5.53;5.8;7.86;4.19;6.07;5.8;96.19;4.53;97.68;7.25;10.18;5.17;5.0;10.02;13.8;7.66;6.14
